Salesforce Account Id,Cleaned Practice Areas
0010e00001NW5tkAAD,Other (See Details); Wills and Trusts; Bankruptcy; General Practice; Workers Compensation; Transportation; Business Transactional; Real Estate; Environmental; Administrative; Government; Construction; Personal Injury; Business Litigation
0014y00002aVi9IAAS,General Practice; Government;Administrative
0014y00002aVkz5AAC,Other (See Details); General Practice; Bankruptcy
0014y00002aVVx7AAG,Workers Compensation; Personal Injury
0014y000026bvJaAAI,General Practice; Employment;Employment
0016000000ogdL9AAI,Business Litigation; Wills and Trusts; Bankruptcy; General Practice; Real Estate; Business Transactional
0016000000ohOP6AAM,Business Litigation; General Practice; Business Transactional; Real Estate; Administrative; Insurance; Government; Bankruptcy
0014y00002aVi9JAAS,General Practice; Health and Elder Care;Wills and Trusts
0014y00002aVlldAAC,Criminal;Personal Injury
0010e00001NWgpHAAT,Civil Rights; General Practice; Employment;Administrative; Health and Elder Care; Government; Personal Injury
0016000000mWeGRAA0,Business Litigation; General Practice; Employment; Real Estate; Construction
0010e00001NWiXdAAL,Business Litigation;  Business Transactional
0014y00002aVkz7AAC,Business Litigation; Civil Rights; General Practice; Government; Administrative
0014y00002aVlleAAC,Tax; General Practice;Real Estate
0014y00002aVfeFAAS,General Practice;Wills and Trusts
0014y00002aVhcsAAC,Entertainment; Bankruptcy; General Practice; Business Transactional; Real Estate; Environmental;Criminal; Intellectual Property; Personal Injury; Business Litigation
0014y00002aVRUdAAO,Immigration; General Practice
0014y00002aVi9LAAS,Employment; Transportation;General Practice; Environmental; Government; Administrative
0014y00002aVkz8AAC,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVllfAAC,Other (See Details); Criminal; General Practice; Employment; Personal Injury; Business Litigation
0014y00002aVfeCAAS,Business Litigation; General Practice; Consumer; Administrative; Insurance; Government; Bankruptcy
0016000000niylDAAQ,General Practice; Administrative
0014y00002aVhcuAAC,Civil Rights; Criminal
0014y00002aVhnoAAC,Business Litigation; General Practice; Employment; Health and Elder Care; Insurance; Personal Injury
0014y000026bvJhAAI,Business Litigation; General Practice; Employment
0014y00002PyEixAAF,Business Litigation;Real Estate
0010e00001NW6GhAAL,Criminal; General Practice; Government;Administrative
0014y00002aVhcvAAC,Business Litigation; Wills and Trusts; Bankruptcy; General Practice; Real Estate; Business Transactional
0014y00002aVi9NAAS,Tax; General Practice;Real Estate
0014y00002aVhnpAAC,Tax; General Practice;Real Estate
0014y00002aVllhAAC,Business Litigation; Civil Rights; Business Transactional; Employment
0014y00002aVip6AAC,General Practice; Health and Elder Care;Insurance
0016000000mWbz4AAC,Business Transactional;  Wills and Trusts;  Family
0010e00001NW6wtAAD,Real Estate; Insurance; Wills and Trusts; Employment; Family; Construction; Personal Injury; Business Litigation; Business Transactional; Bankruptcy; Civil Rights; General Practice; Other (See Details); Health and Elder Care; Product Liability;Bankruptcy; Class Action; Workers Compensation; Transportation; Environmental; Medical Malpractice
0016000000ohOPDAA2,Tax; General Practice; Real Estate;Wills and Trusts
0014y00002aVi9OAAS,Business Litigation; General Practice; Constitutional; Business Transactional; Administrative; Government; Bankruptcy; Professional Practices
0014y00002aVkzBAAS,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVlliAAC,Business Litigation; General Practice; Business Transactional; Professional Practices; Insurance; Bankruptcy; Medical Malpractice
0014y00002aVfeGAAS,Business Litigation; Wills and Trusts; Bankruptcy; General Practice; Business Transactional
0013000000CbNDJAA3,Wills and Trusts; Entertainment; Bankruptcy; Tax; Employment;Administrative; Other (See Details); General Practice; Business litigation; Business Transactional; Real Estate; Health and Elder Care; Government; Administrative; Intellectual Property; Immigration; Business Litigation
0016000000ZeIGYAA3,Real Estate;Bankruptcy
0016000000ohNR6AAM,General Practice;Wills and Trusts
0014y00002aVhcyAAC,Business Litigation;Personal Injury
0014y00002aVhnsAAC,Criminal; Business Litigation;Personal Injury
0014y00002aVlljAAC,Immigration; General Practice
0014y00002aVip8AAC,Other (See Details); Government; General Practice; Administrative
0016000000mVo3CAAS,Business Litigation; Bankruptcy; General Practice; Securities; Business Transactional
0014y00002aVhczAAC,Business Litigation; General Practice; Business Transactional; Real Estate; Environmental; Bankruptcy
0014y00002aVhntAAC,Business Litigation; Civil Rights; Criminal; General Practice; Real Estate; Environmental; Health and Elder Care; Insurance
0014y00002aVip9AAC,Wills and Trusts; Criminal; Employment;General Practice; Family
0014y00002Q0lkYAAR,Business Litigation;  Business Transactional
0014y00002aVhd0AAC,Other (See Details); General Practice; Employment; Family; Health and Elder Care
0014y00002aVkBYAA0,Bankruptcy; General Practice; Business Litigation;Antitrust; Business Transactional
0014y00002aVlllAAC,Business Litigation; Bankruptcy; General Practice; Securities; Business Transactional
0016000000ogdLIAAY,General Practice; Health and Elder Care; Insurance;Antitrust; Intellectual Property; Business Litigation
0013000000Cc13AAAR,Business Litigation;Administrative
0016000000ohOPHAA2,Business Litigation; Bankruptcy; General Practice; Employment; Securities; Business Transactional
0014y00002aVfeKAAS,Business Litigation; Civil Rights; Bankruptcy; General Practice; Business Transactional
0014y00002aVipBAAS,Business Litigation; General Practice; Employment; Real Estate; Environmental; Construction
0014y00002aVjhEAAS,Tax; General Practice;Real Estate
0014y00002aVkBaAAK,Family; General Practice; Government;Administrative
0014y00002ckGboAAE,Wills and Trusts; Criminal; Consumer; Employment;General Practice; Family; Bankruptcy
0014y000026bvOAAAY,Wills and Trusts;General Practice; Business Litigation
0013000000Cb2dvAAB,Wills and Trusts; Tax; General Practice; Employment; Securities; Real Estate; Family; Business Litigation; Intellectual Property; Business Transactional;Bankruptcy
0014y00002aVjZVAA0,General Practice; Business Transactional; Real Estate; Environmental; Business Litigation;Criminal; Insurance; Bankruptcy
0014y00002aVkBbAAK,Wills and Trusts; Tax; Securities;General Practice; Real Estate; Insurance; Bankruptcy
0014y000026bvOCAAY,Business Litigation; Criminal
0016000000ogdODAAY,Family; General Practice; Government;Administrative
0010e00001NTnlFAAT,Employment;Workers Compensation; Business Litigation
0014y00002aVhd4AAC,Criminal;Environmental; General Practice; Real Estate
0014y00002ckGbmAAE,Business Litigation; Entertainment; General Practice; Business Transactional; Real Estate; Health and Elder Care; Insurance; Bankruptcy
0014y00002aVfeNAAS,Environmental; Tax; General Practice; Real Estate
0014y00002aVipEAAS,General Practice; Health and Elder Care;Insurance
0010e00001NW59IAAT,General Practice; Health and Elder Care;Insurance
0016000000mWaL5AAK,Employment;  Intellectual Property; Business Litigation;Family
0010e00001NW6SyAAL,Personal Injury;Real Estate
0014y00002aVhd5AAC,Civil Rights; Criminal; General Practice; Other (See Details); Workers Compensation;Real Estate; Family; Medical Malpractice; Health and Elder Care; Government; Insurance; Construction; Administra; Immigration; Business Litigation; Professional Practices
0014y00002aVkBdAAK,General Practice; Business Transactional; Business Litigation;Cyberspace; Government; Intellectual Property; Bankruptcy
0014y00002ckGbnAAE,Tax; General Practice;Real Estate
0014y00002aVipFAAS,Business Litigation; Bankruptcy; General Practice; Employment; Real Estate; Business Transactional
0014y00002aVjhFAAS,Civil Rights; Criminal; Bankruptcy; General Practice; Consumer; Constitutional; Employment; Business Transactional; Real Estate; Family; Administrative; Government;Antitrust; Business Litigation; Professional Practices
0014y000026bvOEAAY,Criminal;Administrative
0013000000CbzEUAAZ,General Practice;Family; Employment
0010e00001NW5BhAAL,General Practice; Health and Elder Care;Insurance
0014y00002aVhd6AAC,Government;Workers Compensation; General Practice; Administrative
0014y00002aVjZYAA0,Civil Rights; Criminal
0014y00002aVkBeAAK,Business Litigation; Civil Rights; General Practice; Business Transactional; Health and Elder Care; Administrative; Insurance; Intellectual Property; Bankruptcy
0014y00002aVfePAAS,Transportation;General Practice; Environmental; Government; Administrative
0014y00002aVipGAAS,Immigration; General Practice
0014y000026bvOFAAY,General Practice; Tax
0016000000KEh5aAAD,Medical Malpractice;Personal Injury
0014y00002aVjZZAA0,Workers Compensation; General Practice
0014y00002aVkBfAAK,Business Litigation; Wills and Trusts; Criminal; Bankruptcy; General Practice; Employment; Family; Personal Injury; Business Transactional
0014y00002ckGbqAAE,Insurance;Bankruptcy
0014y00002aVipHAAS,Tax; General Practice;Real Estate
0014y00002aVjhHAAS,Business Litigation; Civil Rights; Tax; General Practice; Business Transactional; Bankruptcy
0014y000026bvOHAAY,General Practice; Business litigation; Criminal; Business Litigation
0010e00001ODmgaAAD,Bankruptcy; General Practice; Other (See Details); Class Action; Transportation; Real Estate; Family; Medical Malpractice; Business Litigation; Insurance; Construction; Product Liability; Business Transactional;Bankruptcy
0014y00002aVkBgAAK,Business Litigation; Wills and Trusts; Tax; General Practice; Business Transactional; Real Estate; Insurance; Bankruptcy
0014y00002aVfeRAAS,Tax; General Practice;Real Estate
0014y000026bvOIAAY,Business litigation; General Practice;Health and Elder Care; Administrative
0014y00002aVhd9AAC,Wills and Trusts; Criminal; General Practice; Employment;Health and Elder Care; Family
0014y00002aVjZbAAK,Business Litigation; General Practice; Business Transactional; Environmental; Insurance; Bankruptcy
0014y000026bvOJAAY,Intellectual Property; General Practice;Health and Elder Care
0016000000ogdOHAAY,Bankruptcy; General Practice; Consumer; Employment; Business Transactional; Real Estate; Environmental;Criminal; Intellectual Property; Business Litigation
0013000000Catl5AAB,Criminal;  Family
0014y00002aVhdAAAS,Civil Rights; Tax; Employment;General Practice; Health and Elder Care; Administrative
0014y00002ckGbtAAE,Criminal;Environmental; General Practice; Real Estate
0014y00002aVjhKAAS,Tax; General Practice; Real Estate;Wills and Trusts
0014y00002Q0mVZAAZ,Civil Rights;  Construction;  Product Liability;  Insurance
0014y00002aVkBjAAK,General Practice;Administrative
0014y00002ckGbuAAE,Wills and Trusts; Civil Rights; General Practice; Employment; Business Transactional; Real Estate; Health and Elder Care; Family;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0014y00002aVfeUAAS,Business Litigation; Civil Rights; Intellectual Property
0014y00002aVjhLAAS,General Practice; Employment; Real Estate; Government; Insurance;Cyberspace; Bankruptcy
0014y00002aVhdCAAS,Business Litigation; Wills and Trusts; Bankruptcy; General Practice; Real Estate; Business Transactional
0014y00002aVjZeAAK,Other (See Details); General Practice; Employment; Business Transactional; Real Estate; Business Litigation; Construction; Intellectual Property; Bankruptcy
0014y00002aVjhMAAS,General Practice; Business Transactional; Real Estate;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0016000000ohMeTAAU,General Practice;Administrative
0014y00002aVkBlAAK,Business Litigation; Civil Rights; Tax; General Practice; Business Transactional; Bankruptcy
0014y00002aVfeWAAS,Business Litigation; General Practice; Employment; Constitutional; Real Estate; Health and Elder Care; Government; Insurance; Construction; Personal Injury; Professional Practices
0014y00002aVipNAAS,Bankruptcy; General Practice; Employment; Business Transactional; Health and Elder Care;Workers Compensation; Insurance; Construction; Intellectual Property; Personal Injury; Business Litigation
0016000000ohMeUAAU,Criminal;General Practice; Real Estate; Environmental; Government; Administrative
0016000000pySC4AAM,Employment;Real Estate
0014y00002aVhdEAAS,Government;Cyberspace
0014y00002aVkBmAAK,Civil Rights; Tax; General Practice; Securities; Business Transactional; Business Litigation;Cyberspace; Insurance; Government; Intellectual Property; Bankruptcy
0014y00002aVipPAAS,Criminal; General Practice;Family; Employment
0014y00002aVjhOAAS,General Practice; Criminal
0014y00002aVhdFAAS,Business Litigation; Wills and Trusts; General Practice; Real Estate; Bankruptcy
0014y00002ckGbyAAE,Business Litigation; Bankruptcy; General Practice; Employment; Securities; Environmental; Business Transactional
0014y00002aVfeYAAS,Wills and Trusts; Criminal;General Practice; Real Estate; Personal Injury
0014y00002ckGJnAAM,Environmental; Business Litigation
0014y00002aVhdGAAS,Professional Practices; General Practice;Health and Elder Care; Medical Malpractice
0014y00002aVkBoAAK,Business Litigation; General Practice; Consumer; Business Transactional; Real Estate; Insurance; Bankruptcy
0014y00002ckGbzAAE,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002ckGJkAAM,Wills and Trusts; Consumer;General Practice; Environmental; Health and Elder Care; Bankruptcy
0014y00002aVjhQAAS,General Practice;Family; Employment
0013000000Cbze0AAB,Business Litigation;  Wills and Trusts
0010e00001NWQ1TAAX,Business Litigation;  Intellectual Property
0014y000026PTv8AAG,Business Transactional; Wills and Trusts; General Practice; Employment; Workers Compensation; Real Estate; Health and Elder Care; Family; Insurance; Personal Injury
0014y00002ckGc0AAE,Criminal; Transportation;General Practice; Real Estate; Environmental; Government; Administrative
0014y00002aVfeaAAC,Business Litigation; Criminal; General Practice; Employment; Family; Immigration; Business Transactional
0014y00002ckGJlAAM,Business Transactional; General Practice; Business Litigation;Bankruptcy
0016000000d3d8vAAA,Personal Injury;  Real Estate;Criminal;  Family
0016000000ogdx1AAA,Entertainment;Real Estate
0016000000ohNX0AAM,Business Litigation; General Practice; Employment; Business Transactional; Real Estate; Family; Construction; Bankruptcy
0013000000CbP9zAAF,Administrative; Real Estate; Civil Trial; Intellectual Property; Wills and Trusts; Criminal; Tax; Employment; Government; Construction; Personal Injury; Bankruptcy; Business Transactional; Business Litigation; Native American; Entertainment; Other (See Details); Health and Elder Care;Real Estate/Land Development; Business; Real Estate/Land Development;Civil Trial; Commercial Litigation; Environmental;Product Liability; Immigration; Product Liability
0014y00002aVfebAAC,General Practice; Health and Elder Care;Insurance
0014y00002ckGJmAAM,Business Litigation; General Practice; Employment; Business Transactional; Real Estate; Environmental; Health and Elder Care; Insurance; Bankruptcy
0010e00001NWhT3AAL,Administrative; Real Estate; Intellectual Property; Wills and Trusts; Criminal; Tax; Consumer; Employment; Family; Construction; Personal Injury; Bankruptcy; Business Transactional; Business Litigation; Civil Rights; Entertainment; Business litigation; General Practice; Securities; Health and Elder Care; Antitrust; Class Action; Transportation; Environmental; Immigration; Product Liability
0016000000ogdKcAAI,Civil Rights; General Practice; Consumer; Business Transactional; Real Estate;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0016000000ogdx2AAA,Criminal; Employment;General Practice; Family; Health and Elder Care; Administrative
0013000000CboD2AAJ,Wills and Trusts; Business Transactional;Real Estate
0014y00002ckGc2AAE,Tax; General Practice;Real Estate
0014y00002aVfecAAC,General Practice; Real Estate;Workers Compensation; Government; Administrative; Construction; Personal Injury
0014y00002ckGJoAAM,Wills and Trusts; Civil Rights; Bankruptcy; General Practice; Workers Compensation; Business Transactional; Real Estate; Health and Elder Care; Environmental; ;Criminal; Insurance; Construction; Intellectual Property; Personal Injury; Business Litigation
0014y000026bvYeAAI,Immigration;General Practice; Business litigation; Business Litigation
0016000000ogdQbAAI,General Practice;Bankruptcy
0010e00001NW6YuAAL,Business Litigation;Personal Injury
0014y00002aVkBsAAK,Business Litigation; General Practice; Employment; Real Estate; Construction; Bankruptcy
0014y00002ckGc3AAE,General Practice; Government;Administrative
0014y00002aVfedAAC,Business Litigation; Tax; General Practice; Real Estate; Government; Administrative; Bankruptcy
0014y00002aVhdLAAS,General Practice;Wills and Trusts
0014y00002ckGc4AAE,Intellectual Property; Government;Cyberspace
0014y00002ckGJqAAM,Business Litigation; General Practice; Employment; Real Estate; Family; Construction
0014y00002aVjhVAAS,Health and Elder Care; General Practice; Insurance;Personal Injury
0016000000ohMedAAE,General Practice; Government; Employment;Administrative
0016000000ohNbMAAU,Business Litigation; Criminal; General Practice; Real Estate; Environmental; Health and Elder Care; Insurance; Bankruptcy
0014y00002aVj7vAAC,Bankruptcy; General Practice; Consumer; Employment; Business Transactional; Real Estate; Health and Elder Care;Workers Compensation; Insurance; Construction; Intellectual Property; Personal Injury; Business Litigation
0014y00002ckGJrAAM,Health and Elder Care; General Practice; Real Estate;Insurance
0016000000ogdKgAAI,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002ckGJsAAM,Business Litigation; Bankruptcy; General Practice; Insurance; Business Transactional
0010e00001NW7BdAAL,Tax; General Practice;Real Estate
0013000000CbKNGAA3,Business Litigation;Real Estate
0016000000pG2i2AAC,Criminal;Environmental; General Practice; Real Estate
0014y00002ckGc7AAE,Criminal; General Practice; Real Estate; Health and Elder Care;Workers Compensation; Construction; Intellectual Property; Personal Injury
0014y00002aVj7tAAC,Business Litigation; Bankruptcy; General Practice; Consumer; Business Transactional
0014y00002ckGJtAAM,Bankruptcy; General Practice; Employment; Business Transactional; Real Estate; Environmental; Health and Elder Care;Antitrust; Business Litigation
0016000000ohOUtAAM,Transportation;General Practice; Environmental; Government; Administrative
0014y00002ckGc8AAE,Business Litigation; General Practice; Health and Elder Care; Professional Practices; Insurance; Medical Malpractice
0014y00002ckGJuAAM,Tax; General Practice; Real Estate;Wills and Trusts
0014y000026bvYkAAI,Education; Administrative
0016000000pyShGAAU,Business Litigation;  Business Transactional
0016000000ohNbQAAU,Business Transactional; General Practice; Business Litigation;Bankruptcy
0016000000ohOUuAAM,Business Litigation; Wills and Trusts; General Practice; Consumer; Employment; Real Estate; Family; Bankruptcy
0014y00002ckGJvAAM,General Practice; Government;Administrative
0014y00002aVjhaAAC,Business Litigation; Wills and Trusts; Tax; General Practice; Employment; Business Transactional; Real Estate; Family; Bankruptcy
0010e00001QRrLnAAL,Product Liability;  Personal Injury;  Real Estate;Constitutional;  Construction; Business Litigation;  Family
0016000000ogLdiAAE,Business Transactional; Business Litigation;Real Estate
0014y00002aVeDlAAK,Other (See Details); General Practice; Consumer; Securities; Business Transactional; Business Litigation; Intellectual Property; Bankruptcy
0014y00002ckGcAAAU,Business Litigation; Bankruptcy; General Practice; Employment; Personal Injury; Business Transactional
0014y00002aVj7xAAC,Business Litigation; Civil Rights; Tax; General Practice; Employment; Securities; Business Transactional; Real Estate; Construction; Immigration; Bankruptcy
0014y000026bvYmAAI,General Practice; Business Litigation; Insurance
0016000000ogdKpAAI,Civil Rights; Tax; General Practice
0016000000ogdxBAAQ,General Practice; Health and Elder Care
0016000000pG2yMAAS,Tax; General Practice;Real Estate
0014y00002ckGcBAAU,General Practice;Criminal; Family; Employment
0014y00002aVjhcAAC,Business Litigation; Bankruptcy; General Practice; Securities; Business Transactional
0016000000d4JwpAAE,Immigration; Tax; General Practice; Real Estate
0016000000ogdKqAAI,Business Litigation; Bankruptcy; General Practice; Personal Injury; Business Transactional
0016000000ogdxCAAQ,Criminal; General Practice; Government;Administrative
0014y00002ckGcCAAU,General Practice; Health and Elder Care; Administrative;Cyberspace; Government; Intellectual Property
0014y00002aVj7zAAC,General Practice;Family
0014y00002ckGJzAAM,Business Litigation; Wills and Trusts; Tax; General Practice; Business Transactional; Real Estate; Bankruptcy
0014y00002aVjhdAAC,Criminal; Employment;General Practice; Family; Immigration
0013000000CbfTAAAZ,Environmental; Personal Injury; Business Litigation; Real Estate
0016000000ohOUyAAM,General Practice; Consumer; Business Transactional; Business Litigation; Government;Cyberspace; Bankruptcy
0014y00002ckGcDAAU,Business Litigation; Civil Rights; Tax; General Practice; Administrative
0014y00002aVj80AAC,General Practice; Securities; Business Transactional; Business Litigation;Cyberspace; Government; Intellectual Property; Bankruptcy
0014y00002aVjbtAAC,General Practice; Criminal
0014y00002aVj81AAC,Other (See Details); Civil Rights; Tax; General Practice; Employment; Business Transactional; Business Litigation; Bankruptcy
0014y00002ckGK1AAM,Cyberspace; Civil Rights; Bankruptcy; General Practice; Tax; Business Transactional; Government;Antitrust; Intellectual Property; Business Litigation
0016000000pG2pJAAS,General Practice; Government;Administrative
0014y00002aVSWtAAO,Criminal; General Practice;Family
0014y00002aVj82AAC,Business Litigation; Bankruptcy; General Practice; Securities; Insurance; Business Transactional
0014y00002ckGK2AAM,General Practice; Real Estate;Wills and Trusts
0014y000026bvYrAAI,General Practice; Criminal
0014y00002ckGK3AAM,Immigration; General Practice
0016000000ohNbUAAU,General Practice;Family; Employment
0014y00002aVko3AAC,General Practice; Government;Administrative
0014y00002aVjbyAAC,Other (See Details); General Practice; Business Transactional; Real Estate; Business Litigation; Administrative; Bankruptcy
0014y00002ckGK4AAM,Criminal; General Practice;Family; Employment
0014y00002aVko0AAC,General Practice;Bankruptcy
0014y000026bvYuAAI,Wills and Trusts;General Practice; Real Estate
0016000000oge0JAAQ,Business Litigation; General Practice; Insurance;Bankruptcy
0014y00002aVj86AAC,Business Litigation; Wills and Trusts; Tax; General Practice; Business Transactional; Real Estate; Insurance; Bankruptcy
0016000000oge0KAAQ,Business Litigation; General Practice; Employment; Business Transactional; Real Estate; Environmental; Health and Elder Care; Administrative; Insurance; Government; Bankruptcy
0014y00002aViwCAAS,Other (See Details); Personal Injury; Business Litigation
0016000000ogdSnAAI,Business Litigation; Bankruptcy; General Practice; Real Estate; Business Transactional
0013000000CbUy3AAF,Business Litigation; Business litigation; Employment; Securities; Intellectual Property
0014y00002aVko4AAC,Workers Compensation; General Practice; Business Litigation; Employment
0014y00002aVjc2AAC,Business Litigation; General Practice; Business Transactional;Bankruptcy
0014y00002aVjc3AAC,General Practice; Business Litigation;Bankruptcy
0014y00002aVj89AAC,Business Litigation; General Practice; Business Transactional; Real Estate; Insurance; Bankruptcy
0014y00002aVjc4AAC,Other (See Details); Government; General Practice; Administrative
0014y00002aVj8AAAS,General Practice;Wills and Trusts
0014y00002aVjc5AAC,Business Litigation; Civil Rights; Tax; General Practice; Employment; Business Transactional; Bankruptcy
0014y00002ckGKCAA2,Environmental; Business Litigation
0016000000ogdSpAAI,Business Litigation; Bankruptcy; General Practice; Insurance; Business Transactional
0014y00002aVko8AAC,Business Litigation; Bankruptcy; General Practice; Employment; Health and Elder Care; Business Transactional
0014y00002aVgqNAAS,Wills and Trusts; Tax; General Practice; Employment; Securities; Business Transactional; Real Estate; Family;Workers Compensation; Business Litigation; Insurance; Construction; Immigration; Personal Injury; Bankruptcy
0014y00002aVko9AAC,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVjc7AAC,Real Estate; Insurance;Bankruptcy
